time,ref_q1,ref_q2,ref_q3,ref_q4,ref_q5,ref_q6,q1,q2,q3,q4,q5,q6,vel_q1,vel_q2,vel_q3,vel_q4,vel_q5,vel_q6,tau1,tau2,tau3,tau4,tau5,tau6,acc_q1,acc_q2,acc_q3,acc_q4,acc_q5,acc_q6
0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000005,0.000000,0.000041,0.000209,0.000080,0.000005,0.001784,0.000122,0.015767,-0.000300,-0.000120,-0.000008,-0.002508,-0.000017,-0.002120,0.051148,0.017126,0.000285,0.393600,0.024923,3.418274
0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000000,0.000015,0.000001,0.000132,0.000400,0.000134,0.000004,0.003098,0.000188,0.026093,-0.000821,-0.000288,-0.000010,-0.006013,-0.000034,-0.004643,0.045797,0.011513,-0.000675,0.289757,0.012916,2.229534
0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000001,0.000000,0.000030,0.000002,0.000254,0.000567,0.000170,0.000001,0.004060,0.000219,0.032774,-0.001453,-0.000451,-0.000007,-0.009628,-0.000048,-0.006915,0.039393,0.007734,-0.000852,0.211966,0.005949,1.432770
0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.000002,0.000000,0.000048,0.000003,0.000396,0.000709,0.000194,-0.000002,0.004760,0.000232,0.037010,-0.002173,-0.000595,-0.000002,-0.013277,-0.000060,-0.009010,0.032947,0.005193,-0.000705,0.153682,0.002007,0.898480
0.020000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000010,0.000003,0.000000,0.000068,0.000004,0.000551,0.000825,0.000210,-0.000004,0.005264,0.000234,0.039607,-0.002960,-0.000701,0.000002,-0.016888,-0.000070,-0.010976,0.026978,0.003485,-0.000462,0.110052,-0.000142,0.540095
0.024000,0.000000,0.000001,0.000000,0.000002,0.000000,0.000000,0.000013,0.000004,0.000000,0.000090,0.000005,0.000713,0.000920,0.000221,-0.000005,0.005620,0.000231,0.041105,-0.003800,-0.000748,0.000007,-0.020395,-0.000079,-0.012845,0.021715,0.002342,-0.000228,0.077474,-0.001248,0.299708
0.028000,0.000000,0.000001,0.000000,0.000003,0.000000,0.000000,0.000017,0.000005,-0.000000,0.000114,0.000006,0.000880,0.000996,0.000229,-0.000006,0.005867,0.000225,0.041864,-0.004680,-0.000715,0.000010,-0.023732,-0.000087,-0.014640,0.017217,0.001580,-0.000041,0.053271,-0.001759,0.138559
0.032000,0.000000,0.000002,0.000000,0.000006,0.000000,0.000000,0.000021,0.000006,-0.000000,0.000138,0.000006,0.001048,0.001055,0.000234,-0.000006,0.006034,0.000218,0.042130,-0.005590,-0.000574,0.000012,-0.026835,-0.000095,-0.016376,0.013457,0.001080,0.000090,0.035447,-0.001944,0.030677
0.036000,0.000000,0.000004,0.000000,0.000010,0.000000,0.000000,0.000026,0.000007,-0.000000,0.000162,0.000007,0.001217,0.001101,0.000237,-0.000005,0.006142,0.000210,0.042065,-0.006522,-0.000298,0.000014,-0.029639,-0.000102,-0.018062,0.010362,0.000757,0.000174,0.022515,-0.001955,-0.041350
0.040000,0.000000,0.000006,0.000000,0.000015,0.000000,0.000000,0.000030,0.000007,-0.000000,0.000187,0.000008,0.001384,0.001136,0.000240,-0.000005,0.006207,0.000203,0.041781,-0.007470,0.000144,0.000015,-0.032076,-0.000109,-0.019705,0.007841,0.000559,0.000219,0.013366,-0.001882,-0.089214
0.044000,0.000000,0.000009,0.000000,0.000023,0.000000,0.000000,0.000035,0.000008,-0.000000,0.000212,0.000009,0.001550,0.001162,0.000242,-0.000004,0.006244,0.000196,0.041351,-0.008430,0.000785,0.000016,-0.034079,-0.000116,-0.021310,0.005804,0.000448,0.000238,0.007172,-0.001774,-0.120770
0.048000,0.000000,0.000013,0.000000,0.000032,0.000000,0.000000,0.000039,0.000009,-0.000000,0.000237,0.000010,0.001714,0.001181,0.000243,-0.000003,0.006261,0.000189,0.040825,-0.009397,0.001661,0.000016,-0.035579,-0.000123,-0.022881,0.004166,0.000400,0.000239,0.003315,-0.001657,-0.141307
0.052000,0.000000,0.000017,0.000000,0.000045,0.000000,0.000000,0.000044,0.000010,-0.000000,0.000262,0.000010,0.001876,0.001195,0.000245,-0.000002,0.006268,0.000183,0.040239,-0.010368,0.002808,0.000015,-0.036503,-0.000130,-0.024419,0.002853,0.000398,0.000230,0.001333,-0.001542,-0.154387
0.056000,0.000000,0.000024,0.000000,0.000060,0.000000,0.000000,0.000049,0.000011,-0.000000,0.000287,0.000011,0.002036,0.001204,0.000246,-0.000001,0.006271,0.000177,0.039614,-0.011342,0.004267,0.000015,-0.036778,-0.000136,-0.025927,0.001801,0.000432,0.000216,0.000882,-0.001435,-0.162418
0.060000,0.000000,0.000031,0.000000,0.000080,0.000000,0.000000,0.000054,0.000012,-0.000000,0.000312,0.000012,0.002193,0.001209,0.000248,-0.000001,0.006276,0.000172,0.038966,-0.012315,0.006079,0.000014,-0.036329,-0.000142,-0.027405,0.000955,0.000494,0.000201,0.001707,-0.001338,-0.167024
0.064000,0.000000,0.000040,0.000000,0.000103,0.000000,0.000000,0.000059,0.000013,-0.000000,0.000337,0.000012,0.002347,0.001211,0.000251,0.000000,0.006286,0.000167,0.038307,-0.013287,0.008287,0.000013,-0.035077,-0.000148,-0.028855,0.000273,0.000581,0.000187,0.003616,-0.001251,-0.169310
0.068000,0.000000,0.000052,0.000000,0.000132,0.000000,0.000000,0.000063,0.000014,-0.000000,0.000362,0.000013,0.002498,0.001211,0.000253,0.000001,0.006306,0.000162,0.037642,-0.014257,0.010938,0.000012,-0.032943,-0.000154,-0.030278,-0.000281,0.000690,0.000175,0.006471,-0.001172,-0.170022
0.072000,0.000000,0.000065,0.000000,0.000166,0.000000,0.000000,0.000068,0.000015,-0.000000,0.000387,0.000014,0.002647,0.001209,0.000256,0.000001,0.006340,0.000158,0.036978,-0.015222,0.014078,0.000011,-0.029847,-0.000160,-0.031674,-0.000735,0.000819,0.000166,0.010165,-0.001100,-0.169672
0.076000,0.000000,0.000080,0.000000,0.000205,0.000000,0.000000,0.000073,0.000016,-0.000000,0.000413,0.000014,0.002793,0.001205,0.000260,0.000002,0.006390,0.000154,0.036317,-0.016183,0.017756,0.000010,-0.025705,-0.000166,-0.033044,-0.001112,0.000966,0.000159,0.014624,-0.001033,-0.168606
0.080000,0.000000,0.000099,0.000000,0.000252,0.000000,0.000000,0.000078,0.000017,-0.000000,0.000439,0.000015,0.002937,0.001200,0.000264,0.000002,0.006460,0.000150,0.035661,-0.017138,0.022021,0.000008,-0.020434,-0.000171,-0.034388,-0.001430,0.001132,0.000156,0.019791,-0.000971,-0.167062
0.084000,0.000000,0.000119,0.000000,0.000305,0.000000,0.000000,0.000083,0.000019,-0.000000,0.000465,0.000016,0.003078,0.001194,0.000269,0.000003,0.006553,0.000147,0.035012,-0.018087,0.026926,0.000007,-0.013948,-0.000176,-0.035707,-0.001702,0.001315,0.000156,0.025626,-0.000913,-0.165202
0.088000,0.000000,0.000143,0.000000,0.000367,0.000000,0.000000,0.000087,0.000020,-0.000000,0.000491,0.000016,0.003217,0.001186,0.000275,0.000003,0.006670,0.000143,0.034371,-0.019030,0.032523,0.000005,-0.006161,-0.000182,-0.037002,-0.001940,0.001517,0.000159,0.032099,-0.000857,-0.163140
0.092000,0.000000,0.000171,0.000000,0.000436,0.000000,0.000000,0.000092,0.000021,-0.000000,0.000518,0.000017,0.003352,0.001178,0.000281,0.000004,0.006814,0.000140,0.033739,-0.019965,0.038866,0.000003,0.003016,-0.000187,-0.038272,-0.002152,0.001738,0.000163,0.039191,-0.000804,-0.160950
0.096000,0.000000,0.000202,0.000000,0.000515,0.000000,0.000000,0.000097,0.000022,-0.000000,0.000546,0.000017,0.003486,0.001170,0.000289,0.000004,0.006989,0.000137,0.033115,-0.020892,0.046011,0.000001,0.013670,-0.000192,-0.039518,-0.002343,0.001977,0.000170,0.046885,-0.000753,-0.158688
0.100000,0.000000,0.000236,0.000000,0.000604,0.000000,0.000000,0.000101,0.000023,-0.000000,0.000574,0.000018,0.003617,0.001160,0.000297,0.000004,0.007195,0.000134,0.032501,-0.021811,0.054013,-0.000002,0.025889,-0.000197,-0.040741,-0.002521,0.002234,0.000178,0.055171,-0.000703,-0.156388
0.104000,0.000000,0.000275,0.000000,0.000704,0.000000,0.000000,0.000106,0.000024,-0.000000,0.000604,0.000018,0.003745,0.001150,0.000307,0.000005,0.007436,0.000132,0.031896,-0.022721,0.062930,-0.000004,0.039765,-0.000202,-0.041941,-0.002687,0.002511,0.000188,0.064042,-0.000655,-0.154078
0.108000,0.000000,0.000319,0.000000,0.000815,0.000000,0.000000,0.000111,0.000026,-0.000000,0.000634,0.000019,0.003871,0.001139,0.000318,0.000005,0.007713,0.000129,0.031300,-0.023622,0.072819,-0.000007,0.055385,-0.000207,-0.043118,-0.002845,0.002808,0.000199,0.073492,-0.000608,-0.151773
0.112000,0.000000,0.000367,0.000000,0.000938,0.000000,0.000000,0.000115,0.000027,0.000000,0.000666,0.000019,0.003995,0.001128,0.000330,0.000006,0.008030,0.000127,0.030713,-0.024513,0.083741,-0.000010,0.072840,-0.000212,-0.044273,-0.002997,0.003124,0.000211,0.083518,-0.000562,-0.149486
0.116000,0.000000,0.000420,0.000000,0.001074,0.000000,0.000000,0.000120,0.000028,0.000000,0.000699,0.000020,0.004116,0.001116,0.000343,0.000006,0.008388,0.000125,0.030135,-0.025394,0.095753,-0.000013,0.092219,-0.000216,-0.045405,-0.003145,0.003459,0.000224,0.094115,-0.000516,-0.147224
0.120000,0.000000,0.000479,0.000000,0.001223,0.000000,0.000000,0.000124,0.000030,0.000000,0.000733,0.000020,0.004236,0.001104,0.000358,0.000007,0.008790,0.000123,0.029566,-0.026265,0.108916,-0.000017,0.113613,-0.000221,-0.046517,-0.003290,0.003816,0.000238,0.105281,-0.000472,-0.144994
0.124000,0.000000,0.000543,0.000000,0.001387,0.000000,0.000000,0.000129,0.000031,0.000000,0.000770,0.000021,0.004352,0.001091,0.000374,0.000007,0.009238,0.000122,0.029006,-0.027124,0.123291,-0.000020,0.137111,-0.000226,-0.047606,-0.003434,0.004192,0.000252,0.117013,-0.000429,-0.142799
0.128000,0.000000,0.000613,0.000000,0.001566,0.000000,0.000000,0.000133,0.000033,0.000000,0.000808,0.000021,0.004467,0.001077,0.000392,0.000008,0.009733,0.000120,0.028454,-0.027973,0.138939,-0.000024,0.162801,-0.000230,-0.048675,-0.003575,0.004590,0.000267,0.129309,-0.000387,-0.140640
0.132000,0.000000,0.000689,0.000000,0.001761,0.000000,0.000000,0.000137,0.000034,0.000000,0.000848,0.000022,0.004580,0.001063,0.000411,0.000009,0.010280,0.000119,0.027911,-0.028810,0.155921,-0.000028,0.190773,-0.000235,-0.049724,-0.003716,0.005008,0.000283,0.142163,-0.000346,-0.138520
0.136000,0.000000,0.000772,0.000000,0.001973,0.000000,0.000000,0.000141,0.000036,0.000000,0.000891,0.000022,0.004690,0.001049,0.000432,0.000009,0.010879,0.000118,0.027377,-0.029634,0.174299,-0.000033,0.221113,-0.000240,-0.050751,-0.003856,0.005447,0.000298,0.155574,-0.000305,-0.136439
0.140000,0.000000,0.000862,0.000000,0.002203,0.000000,0.000000,0.000145,0.000038,0.000000,0.000936,0.000023,0.004798,0.001018,0.000455,0.000011,0.011757,0.000117,0.026807,-0.030437,0.194136,-0.000038,0.253778,-0.000244,-0.051757,-0.014259,0.005910,0.001318,0.316602,-0.000303,-0.163059
0.144000,0.000000,0.000959,0.000000,0.002451,0.000000,0.000000,0.000149,0.000040,0.000000,0.000988,0.000023,0.004903,0.000923,0.000480,0.000018,0.013749,0.000116,0.026077,-0.031107,0.215492,-0.000052,0.287239,-0.000249,-0.052715,-0.029510,0.006395,0.002470,0.608910,-0.000308,-0.201928
0.148000,0.000000,0.001063,0.000000,0.002718,0.000000,0.000000,0.000153,0.000042,0.000000,0.001050,0.000024,0.005006,0.000782,0.000507,0.000027,0.016872,0.000115,0.025237,-0.031609,0.238432,-0.000073,0.320685,-0.000253,-0.053623,-0.039671,0.006900,0.002941,0.887892,-0.000296,-0.225664
0.152000,0.000000,0.001176,0.000000,0.003005,0.000000,0.000000,0.000155,0.000044,0.000001,0.001128,0.000024,0.005104,0.000611,0.000536,0.000035,0.021072,0.000114,0.024335,-0.031937,0.263016,-0.000098,0.353652,-0.000258,-0.054485,-0.046133,0.007426,0.003054,1.153004,-0.000279,-0.238759
0.156000,0.000000,0.001296,0.000000,0.003312,0.000000,0.000000,0.000157,0.000046,0.000001,0.001225,0.000025,0.005199,0.000422,0.000567,0.000043,0.026292,0.000114,0.023406,-0.032092,0.289308,-0.000126,0.385716,-0.000262,-0.055306,-0.049854,0.007974,0.002989,1.403023,-0.000264,-0.244230
0.160000,0.000000,0.001425,0.000000,0.003642,0.000000,0.000000,0.000159,0.000048,0.000001,0.001345,0.000025,0.005291,0.000225,0.000600,0.000050,0.032467,0.000114,0.022473,-0.032078,0.317369,-0.000154,0.416496,-0.000267,-0.056088,-0.051504,0.008543,0.002845,1.636431,-0.000251,-0.244137
0.164000,0.000000,0.001563,0.000000,0.003994,0.000000,0.000000,0.000159,0.000051,0.000001,0.001492,0.000026,0.005378,0.000026,0.000667,0.000060,0.039528,0.000131,0.021553,-0.031899,0.347241,-0.000187,0.445658,-0.000272,-0.056835,-0.051572,0.028836,0.006039,1.851695,0.010521,-0.239919
0.168000,0.000000,0.001710,0.000000,0.004369,0.000000,0.000000,0.000159,0.000054,0.000001,0.001670,0.000026,0.005462,-0.000169,0.000877,0.000090,0.047399,0.000210,0.020662,-0.031567,0.378758,-0.000253,0.472924,-0.000288,-0.057548,-0.050405,0.066860,0.010366,2.047375,0.025303,-0.232605
0.172000,0.000000,0.001866,0.000000,0.004769,0.000000,0.000000,0.000157,0.000058,0.000002,0.001881,0.000027,0.005543,-0.000356,0.001243,0.000131,0.055998,0.000334,0.019807,-0.031091,0.411820,-0.000353,0.498066,-0.000315,-0.058232,-0.048271,0.106611,0.013148,2.222284,0.035442,-0.222967
0.176000,0.000000,0.002032,0.000000,0.005193,0.000000,0.000000,0.000156,0.000065,0.000003,0.002128,0.000029,0.005620,-0.000532,0.001772,0.000181,0.065240,0.000489,0.018997,-0.030484,0.446352,-0.000485,0.520914,-0.000353,-0.058889,-0.045388,0.148009,0.014901,2.375584,0.042458,-0.211608
0.180000,0.000000,0.002208,0.000000,0.005643,0.000000,0.000000,0.000153,0.000073,0.000003,0.002413,0.000031,0.005694,-0.000695,0.002470,0.000236,0.075038,0.000665,0.018237,-0.029759,0.482274,-0.000646,0.541354,-0.000401,-0.059521,-0.041937,0.190960,0.015958,2.506795,0.047353,-0.199014
0.184000,0.000000,0.002395,0.000000,0.006119,0.000000,0.000000,0.000150,0.000085,0.000004,0.002739,0.000035,0.005765,-0.000842,0.003344,0.000293,0.085305,0.000857,0.017529,-0.028932,0.519504,-0.000834,0.559323,-0.000459,-0.060132,-0.038070,0.235357,0.016535,2.615813,0.050788,-0.185595
0.188000,0.000000,0.002592,0.000000,0.006623,0.000000,0.000000,0.000146,0.000101,0.000006,0.003106,0.000039,0.005834,-0.000972,0.004399,0.000351,0.095950,0.001059,0.016877,-0.028016,0.557954,-0.001046,0.574812,-0.000526,-0.060723,-0.033922,0.281086,0.016771,2.702908,0.053200,-0.171707
0.192000,0.000000,0.002800,0.000000,0.007155,0.000000,0.000000,0.000142,0.000122,0.000007,0.003518,0.000043,0.005900,-0.001085,0.005639,0.000409,0.106890,0.001268,0.016281,-0.027027,0.597530,-0.001283,0.587861,-0.000603,-0.061298,-0.029611,0.328022,0.016757,2.768709,0.054873,-0.157659
0.196000,0.000000,0.003019,0.000000,0.007716,0.000000,0.000000,0.000137,0.000148,0.000009,0.003973,0.000049,0.005963,-0.001181,0.007070,0.000467,0.118041,0.001483,0.015741,-0.025979,0.638139,-0.001542,0.598554,-0.000689,-0.061857,-0.025246,0.376036,0.016553,2.814182,0.055998,-0.143728
0.200000,0.000000,0.003251,0.000000,0.008307,0.000000,0.000000,0.000132,0.000180,0.000011,0.004473,0.000055,0.006025,-0.001259,0.008696,0.000523,0.129325,0.001700,0.015254,-0.024886,0.679679,-0.001821,0.607018,-0.000784,-0.062405,-0.020922,0.424993,0.016197,2.840594,0.056700,-0.130160
0.204000,0.000000,0.003494,0.000000,0.008928,0.000000,0.000000,0.000127,0.000220,0.000013,0.005019,0.000063,0.006085,-0.001320,0.010519,0.000577,0.140671,0.001919,0.014820,-0.023762,0.722051,-0.002121,0.613414,-0.000888,-0.062941,-0.016727,0.474756,0.015715,2.849474,0.057059,-0.117169
0.208000,0.000000,0.003749,0.000000,0.009581,0.000000,0.000000,0.000122,0.000267,0.000016,0.005610,0.000071,0.006143,-0.001365,0.012543,0.000629,0.152012,0.002139,0.014434,-0.022619,0.765149,-0.002438,0.617936,-0.001001,-0.063468,-0.012735,0.525182,0.015125,2.842575,0.057132,-0.104942
0.212000,0.000000,0.004017,0.000000,0.010265,0.000000,0.000000,0.000116,0.000322,0.000018,0.006246,0.000080,0.006200,-0.001394,0.014770,0.000678,0.163290,0.002358,0.014094,-0.021468,0.808867,-0.002772,0.620800,-0.001122,-0.063988,-0.009012,0.576126,0.014442,2.821825,0.056954,-0.093636
0.216000,0.000000,0.004297,0.000000,0.010982,0.000000,0.000000,0.000111,0.000387,0.000021,0.006927,0.000090,0.006256,-0.001410,0.017202,0.000725,0.174455,0.002575,0.013795,-0.020319,0.853098,-0.003122,0.622245,-0.001253,-0.064501,-0.005616,0.627441,0.013674,2.789281,0.056551,-0.083380
0.220000,0.000000,0.004591,0.000000,0.011733,0.000000,0.000000,0.000105,0.000463,0.000024,0.007653,0.000101,0.006310,-0.001413,0.019840,0.000768,0.185466,0.002791,0.013533,-0.019181,0.897733,-0.003484,0.622524,-0.001391,-0.065008,-0.002591,0.678979,0.012831,2.747087,0.055939,-0.074275
0.224000,0.000000,0.004898,0.000000,0.012518,0.000000,0.000000,0.000099,0.000549,0.000027,0.008422,0.000113,0.006364,-0.001405,0.022683,0.000808,0.196289,0.003003,0.013303,-0.018060,0.942663,-0.003859,0.621897,-0.001538,-0.065510,0.000027,0.730592,0.011921,2.697423,0.055132,-0.066393
0.228000,0.000000,0.005219,0.000000,0.013338,0.000000,0.000000,0.000094,0.000647,0.000031,0.009233,0.000125,0.006417,-0.001388,0.025734,0.000844,0.206901,0.003211,0.013100,-0.016964,0.987778,-0.004243,0.620627,-0.001693,-0.066008,0.002213,0.782130,0.010950,2.642466,0.054139,-0.059777
0.232000,0.000000,0.005554,0.000000,0.014194,0.000000,0.000000,0.000088,0.000758,0.000034,0.010087,0.000138,0.006469,-0.001363,0.028989,0.000877,0.217285,0.003415,0.012919,-0.015895,1.032968,-0.004636,0.618976,-0.001855,-0.066501,0.003952,0.833444,0.009924,2.584349,0.052968,-0.054444
0.236000,0.000000,0.005903,0.000000,0.015086,0.000000,0.000000,0.000083,0.000883,0.000038,0.010982,0.000153,0.006520,-0.001333,0.032450,0.000905,0.227434,0.003614,0.012755,-0.014856,1.078125,-0.005035,0.617199,-0.002025,-0.066990,0.005238,0.884388,0.008852,2.525118,0.051627,-0.050387
0.240000,0.000000,0.006267,0.000000,0.016016,0.000000,0.000000,0.000078,0.001022,0.000041,0.011916,0.000168,0.006570,-0.001299,0.036112,0.000929,0.237348,0.003807,0.012602,-0.013849,1.123141,-0.005438,0.615540,-0.002201,-0.067475,0.006074,0.934815,0.007738,2.466706,0.050123,-0.047575
0.244000,0.000000,0.006645,0.000000,0.016983,0.000000,0.000000,0.000073,0.001176,0.000045,0.012890,0.000183,0.006621,-0.001264,0.039975,0.000948,0.247035,0.003993,0.012457,-0.012874,1.167910,-0.005844,0.614226,-0.002385,-0.067955,0.006473,0.984581,0.006591,2.410898,0.048463,-0.045955
0.248000,0.000000,0.007039,0.000000,0.017988,0.000000,0.000000,0.000068,0.001346,0.000049,0.013902,0.000200,0.006670,-0.001227,0.044035,0.000963,0.256510,0.004173,0.012315,-0.011929,1.212328,-0.006250,0.613468,-0.002574,-0.068430,0.006452,1.033545,0.005415,2.359307,0.046653,-0.045454
0.252000,0.000000,0.007448,0.000000,0.019033,0.000000,0.000000,0.000063,0.001533,0.000053,0.014951,0.000217,0.006719,-0.001192,0.048288,0.000974,0.265792,0.004345,0.012171,-0.011011,1.256292,-0.006654,0.613455,-0.002770,-0.068899,0.006038,1.081570,0.004217,2.313354,0.044701,-0.045985
0.256000,0.000000,0.007872,0.000000,0.020118,0.000000,0.000000,0.000058,0.001737,0.000057,0.016037,0.000235,0.006767,-0.001160,0.052731,0.000980,0.274908,0.004508,0.012023,-0.010116,1.299704,-0.007055,0.614349,-0.002971,-0.069361,0.005264,1.128520,0.003004,2.274253,0.042615,-0.047445
0.260000,0.000000,0.008312,0.000000,0.021242,0.000000,0.000000,0.000054,0.001959,0.000061,0.017159,0.000253,0.006815,-0.001132,0.057358,0.000981,0.283888,0.004664,0.011866,-0.009241,1.342467,-0.007450,0.616293,-0.003177,-0.069817,0.004166,1.174266,0.001782,2.242999,0.040404,-0.049721
0.264000,0.000000,0.008768,0.000000,0.022408,0.000000,0.000000,0.000049,0.002201,0.000065,0.018317,0.000272,0.006862,-0.001109,0.062165,0.000977,0.292764,0.004810,0.011698,-0.008379,1.384488,-0.007838,0.619397,-0.003388,-0.070264,0.002785,1.218682,0.000555,2.220363,0.038075,-0.052690
0.268000,0.000000,0.009241,0.000000,0.023616,0.000000,0.000000,0.000045,0.002462,0.000069,0.019510,0.000292,0.006908,-0.001093,0.067146,0.000968,0.301572,0.004947,0.011517,-0.007524,1.425680,-0.008216,0.623748,-0.003604,-0.070703,0.001165,1.261648,-0.000671,2.206891,0.035638,-0.056226
0.272000,0.000000,0.009730,0.000000,0.024865,0.000000,0.000000,0.000040,0.002743,0.000072,0.020738,0.000312,0.006954,-0.001083,0.072295,0.000954,0.310350,0.005074,0.011320,-0.006671,1.465956,-0.008583,0.629406,-0.003823,-0.071132,-0.000649,1.303049,-0.001891,2.202904,0.033102,-0.060199
0.276000,0.000000,0.010236,0.000000,0.026158,0.000000,0.000000,0.000036,0.003045,0.000076,0.022002,0.000332,0.006999,-0.001081,0.077606,0.000935,0.319136,0.005191,0.011108,-0.005812,1.505237,-0.008936,0.636402,-0.004046,-0.071550,-0.002609,1.342777,-0.003100,2.208508,0.030478,-0.064479
0.280000,0.000000,0.010758,0.000000,0.027494,0.000000,0.000000,0.000032,0.003370,0.000080,0.023300,0.000353,0.007043,-0.001087,0.083071,0.000912,0.327968,0.005297,0.010878,-0.004941,1.543446,-0.009273,0.644743,-0.004271,-0.071957,-0.004669,1.380729,-0.004294,2.223604,0.027774,-0.068938
0.284000,0.000000,0.011298,0.000000,0.028873,0.000000,0.000000,0.000027,0.003716,0.000083,0.024634,0.000375,0.007085,-0.001101,0.088683,0.000884,0.336883,0.005393,0.010631,-0.004049,1.580514,-0.009593,0.654412,-0.004499,-0.072352,-0.006783,1.416809,-0.005468,2.247901,0.025002,-0.073453
0.288000,0.000000,0.011855,0.000000,0.030297,0.000000,0.000000,0.000023,0.004085,0.000087,0.026004,0.000397,0.007127,-0.001124,0.094435,0.000851,0.345916,0.005478,0.010367,-0.003132,1.616375,-0.009894,0.665369,-0.004729,-0.072735,-0.008907,1.450929,-0.006619,2.280932,0.022173,-0.077908
0.292000,0.000000,0.012430,0.000000,0.031766,0.000000,0.000000,0.000018,0.004477,0.000090,0.027411,0.000419,0.007168,-0.001154,0.100318,0.000813,0.355102,0.005551,0.010087,-0.002181,1.650968,-0.010174,0.677554,-0.004961,-0.073104,-0.010998,1.483007,-0.007744,2.322077,0.019296,-0.082195
0.296000,0.000000,0.013023,0.000000,0.033280,0.000000,0.000000,0.000014,0.004894,0.000093,0.028855,0.000441,0.007208,-0.001193,0.106324,0.000771,0.364470,0.005613,0.009791,-0.001191,1.684239,-0.010432,0.690890,-0.005194,-0.073459,-0.013019,1.512969,-0.008838,2.370576,0.016383,-0.086216
0.300000,0.000000,0.013633,0.000000,0.034840,0.000000,0.000000,0.000009,0.005334,0.000096,0.030336,0.000464,0.007246,-0.001240,0.112444,0.000724,0.374048,0.005664,0.009480,-0.000156,1.716140,-0.010665,0.705281,-0.005427,-0.073800,-0.014933,1.540749,-0.009898,2.425560,0.013446,-0.089883
0.304000,0.000000,0.014261,0.000000,0.036446,0.000000,0.000000,0.000004,0.005799,0.000099,0.031857,0.000486,0.007283,-0.001293,0.118670,0.000674,0.383858,0.005703,0.009158,0.000928,1.746628,-0.010873,0.720623,-0.005661,-0.074127,-0.016710,1.566290,-0.010922,2.486067,0.010494,-0.093123
0.308000,0.000000,0.014908,0.000000,0.038099,0.000000,0.000000,-0.000002,0.006290,0.000102,0.033417,0.000509,0.007319,-0.001353,0.124992,0.000618,0.393922,0.005731,0.008825,0.002068,1.775666,-0.011053,0.736799,-0.005894,-0.074438,-0.018323,1.589541,-0.011907,2.551067,0.007539,-0.095874
0.312000,0.000000,0.015573,0.000000,0.039799,0.000000,0.000000,-0.000007,0.006806,0.000104,0.035019,0.000532,0.007353,-0.001419,0.131402,0.000559,0.404253,0.005748,0.008483,0.003266,1.803224,-0.011204,0.753684,-0.006126,-0.074735,-0.019749,1.610461,-0.012848,2.619488,0.004593,-0.098088
0.316000,0.000000,0.016257,0.000000,0.041546,0.000000,0.000000,-0.000013,0.007348,0.000106,0.036662,0.000555,0.007387,-0.001489,0.137889,0.000496,0.414863,0.005753,0.008135,0.004526,1.829278,-0.011326,0.771151,-0.006358,-0.075017,-0.020972,1.629017,-0.013745,2.690235,0.001665,-0.099728
0.320000,0.000000,0.016960,0.000000,0.043342,0.000000,0.000000,-0.000020,0.007916,0.000108,0.038349,0.000578,0.007418,-0.001715,0.144445,0.000439,0.426079,0.005746,0.007772,0.006003,1.853809,-0.011425,0.788757,-0.006587,-0.075284,-0.088287,1.645212,-0.010431,2.902151,-0.001276,-0.105760
0.324000,0.000000,0.017681,0.000000,0.045185,0.000000,0.000000,-0.000028,0.008510,0.000110,0.040084,0.000601,0.007448,-0.002220,0.151059,0.000392,0.438139,0.005729,0.007399,0.008166,1.876806,-0.011519,0.805509,-0.006815,-0.075533,-0.154198,1.658979,-0.008828,3.101615,-0.004141,-0.107326
0.328000,0.000000,0.018422,0.000000,0.047078,0.000000,0.000000,-0.000038,0.009131,0.000111,0.041868,0.000624,0.007477,-0.002957,0.157722,0.000345,0.450903,0.005701,0.007033,0.011174,1.898263,-0.011600,0.821148,-0.007039,-0.075768,-0.208235,1.670315,-0.008877,3.264199,-0.006936,-0.104823
0.332000,0.000000,0.019181,0.000000,0.049019,0.000000,0.000000,-0.000052,0.009778,0.000112,0.043705,0.000647,0.007504,-0.003879,0.164425,0.000295,0.464216,0.005662,0.006686,0.015124,1.918182,-0.011657,0.835556,-0.007261,-0.075992,-0.249421,1.679231,-0.010019,3.387040,-0.009664,-0.099423
0.336000,0.000000,0.019960,0.000000,0.051009,0.000000,0.000000,-0.000070,0.010453,0.000113,0.045596,0.000669,0.007530,-0.004932,0.171157,0.000239,0.477919,0.005612,0.006366,0.020071,1.936569,-0.011685,0.848717,-0.007480,-0.076205,-0.277627,1.685743,-0.011835,3.469917,-0.012324,-0.092142
0.340000,0.000000,0.020758,0.000000,0.053049,0.000000,0.000000,-0.000093,0.011154,0.000114,0.047542,0.000692,0.007555,-0.006066,0.177909,0.000174,0.491856,0.005553,0.006078,0.026028,1.953438,-0.011676,0.860703,-0.007695,-0.076411,-0.293448,1.689871,-0.014004,3.514864,-0.014908,-0.083852
