time,ref_q1,ref_q2,ref_q3,ref_q4,ref_q5,ref_q6,q1,q2,q3,q4,q5,q6,vel_q1,vel_q2,vel_q3,vel_q4,vel_q5,vel_q6,tau1,tau2,tau3,tau4,tau5,tau6,acc_q1,acc_q2,acc_q3,acc_q4,acc_q5,acc_q6
10.792000,0.803745,0.726633,-0.385731,1.631490,0.200936,0.301960,0.761415,0.706443,-0.415964,1.623585,0.223418,0.291756,-0.968302,-0.485257,0.559921,-0.779996,-0.120263,0.017759,8.474702,3.996283,2.987117,1.224601,-0.241611,0.070002,-3.744826,-1.898714,0.721794,-3.253241,-1.008842,-1.174477
10.796000,0.799875,0.724565,-0.383583,1.628466,0.199969,0.301093,0.757505,0.704483,-0.413717,1.620432,0.222927,0.291815,-0.983005,-0.493083,0.562842,-0.793197,-0.124158,0.013071,8.481666,3.980458,2.980894,1.245259,-0.246378,0.060036,-3.638846,-1.994501,0.743559,-3.333274,-1.003360,-1.196823
10.800000,0.795942,0.722483,-0.381412,1.625394,0.198985,0.300187,0.753537,0.702490,-0.411458,1.617226,0.222421,0.291856,-0.997301,-0.501263,0.565861,-0.806676,-0.128034,0.008294,8.487367,3.968957,2.975485,1.267172,-0.251143,0.049891,-3.539339,-2.078429,0.769530,-3.396471,-0.998841,-1.219431
10.804000,0.791948,0.720389,-0.379220,1.622274,0.197987,0.299243,0.749513,0.700464,-0.409187,1.613965,0.221899,0.291877,-1.011216,-0.509746,0.568991,-0.820362,-0.131895,0.003428,8.491589,3.961992,2.970814,1.290424,-0.255908,0.039572,-3.446849,-2.149440,0.798345,-3.441399,-0.995236,-1.242124
10.808000,0.787892,0.718281,-0.377007,1.619105,0.196973,0.298260,0.745434,0.698403,-0.406903,1.610649,0.221362,0.291878,-1.024780,-0.518479,0.572241,-0.834180,-0.135745,-0.001527,8.494143,3.959726,2.966808,1.315048,-0.260671,0.029084,-3.361765,-2.206688,0.828683,-3.467203,-0.992470,-1.264713
10.812000,0.783776,0.716161,-0.374772,1.615889,0.195944,0.297239,0.741302,0.696307,-0.404606,1.607278,0.220810,0.291859,-1.038023,-0.527405,0.575614,-0.848053,-0.139586,-0.006569,8.494867,3.962276,2.963399,1.341028,-0.265431,0.018431,-3.284331,-2.249555,0.859306,-3.473590,-0.990449,-1.287008
10.816000,0.779599,0.714028,-0.372515,1.612626,0.194900,0.296180,0.737117,0.694175,-0.402295,1.603851,0.220242,0.291820,-1.050975,-0.536466,0.579107,-0.861903,-0.143420,-0.011697,8.493623,3.969709,2.960527,1.368303,-0.270187,0.007618,-3.214651,-2.277657,0.889092,-3.460808,-0.989064,-1.308819
10.820000,0.775362,0.711882,-0.370238,1.609316,0.193840,0.295084,0.732882,0.692006,-0.399969,1.600369,0.219658,0.291760,-1.063669,-0.545601,0.582715,-0.875655,-0.147251,-0.016909,8.490303,3.982041,2.958137,1.396767,-0.274938,-0.003349,-3.152702,-2.290840,0.917065,-3.429605,-0.988192,-1.329966
10.824000,0.771064,0.709724,-0.367939,1.605958,0.192766,0.293949,0.728596,0.689801,-0.397629,1.596832,0.219060,0.291680,-1.076134,-0.554752,0.586429,-0.889240,-0.151079,-0.022200,8.484821,3.999243,2.956185,1.426278,-0.279684,-0.014467,-3.098345,-2.289182,0.942417,-3.381183,-0.987703,-1.350280
10.828000,0.766707,0.707553,-0.365620,1.602555,0.191677,0.292777,0.724260,0.687559,-0.395274,1.593242,0.218446,0.291577,-1.088400,-0.563861,0.590237,-0.902591,-0.154906,-0.027568,8.477116,4.021239,2.954633,1.456660,-0.284424,-0.025732,-3.051337,-2.272981,0.964526,-3.317143,-0.987464,-1.369611
10.832000,0.762291,0.705370,-0.363279,1.599104,0.190573,0.291568,0.719877,0.685281,-0.392903,1.589599,0.217817,0.291453,-1.100496,-0.572869,0.594124,-0.915652,-0.158732,-0.033008,8.467151,4.047908,2.953453,1.487712,-0.289155,-0.037139,-3.011345,-2.242742,0.982957,-3.239424,-0.987344,-1.387830
10.836000,0.757816,0.703174,-0.360918,1.595608,0.189454,0.290321,0.715445,0.682967,-0.390517,1.585904,0.217172,0.291308,-1.112448,-0.581723,0.598075,-0.928374,-0.162557,-0.038515,8.454907,4.079088,2.952625,1.519213,-0.293879,-0.048684,-2.977959,-2.199158,0.997474,-3.150235,-0.987218,-1.404832
10.840000,0.753282,0.700966,-0.358537,1.592066,0.188320,0.289037,0.710965,0.680619,-0.388115,1.582160,0.216512,0.291140,-1.124283,-0.590371,0.602075,-0.940715,-0.166382,-0.044084,8.440387,4.114580,2.952135,1.550926,-0.298592,-0.060365,-2.950704,-2.143096,1.008027,-3.051985,-0.986966,-1.420540
10.844000,0.748690,0.698746,-0.356135,1.588478,0.187172,0.287716,0.706439,0.678236,-0.385697,1.578367,0.215837,0.290949,-1.136022,-0.598766,0.606107,-0.952648,-0.170205,-0.049710,8.423612,4.154149,2.951975,1.582612,-0.303296,-0.072177,-2.929057,-2.075565,1.014747,-2.947217,-0.986486,-1.434903
10.848000,0.744040,0.696514,-0.353713,1.584845,0.186010,0.286358,0.701865,0.675821,-0.383262,1.574527,0.215147,0.290736,-1.147688,-0.606865,0.610158,-0.964151,-0.174025,-0.055388,8.404617,4.197531,2.952143,1.614029,-0.307989,-0.084117,-2.912456,-1.997699,1.017926,-2.838529,-0.985686,-1.447900
10.852000,0.739332,0.694270,-0.351271,1.581167,0.184833,0.284964,0.697246,0.673374,-0.380811,1.570643,0.214441,0.290500,-1.159299,-0.614629,0.614213,-0.975216,-0.177840,-0.061112,8.383451,4.244436,2.952640,1.644943,-0.312671,-0.096183,-2.900313,-1.910726,1.018004,-2.728514,-0.984493,-1.459537
10.856000,0.734567,0.692014,-0.348808,1.577445,0.183642,0.283533,0.692580,0.670897,-0.378344,1.566715,0.213720,0.290242,-1.170871,-0.622026,0.618263,-0.985845,-0.181650,-0.066878,8.360174,4.294553,2.953470,1.675132,-0.317340,-0.108370,-2.892029,-1.815944,1.015539,-2.619692,-0.982853,-1.469849
10.860000,0.729745,0.689746,-0.346326,1.573678,0.182436,0.282066,0.687867,0.668391,-0.375861,1.562746,0.212984,0.289960,-1.182418,-0.629028,0.622298,-0.996046,-0.185452,-0.072679,8.334857,4.347552,2.954634,1.704394,-0.321998,-0.120678,-2.887004,-1.714690,1.011183,-2.514450,-0.980731,-1.478895
10.864000,0.724867,0.687467,-0.343825,1.569867,0.181217,0.280563,0.683109,0.665858,-0.373362,1.558738,0.212233,0.289654,-1.193952,-0.635612,0.626312,-1.005842,-0.189244,-0.078511,8.307578,4.403093,2.956135,1.732547,-0.326643,-0.133102,-2.884643,-1.608319,1.005657,-2.414987,-0.978109,-1.486759
10.868000,0.719933,0.685176,-0.341303,1.566012,0.179983,0.279024,0.678304,0.663300,-0.370847,1.554691,0.211467,0.289326,-1.205482,-0.641760,0.630304,-1.015259,-0.193025,-0.084371,8.278421,4.460827,2.957972,1.759439,-0.331274,-0.145640,-2.884373,-1.498172,0.999719,-2.323273,-0.974993,-1.493544
10.872000,0.714943,0.682873,-0.338763,1.562113,0.178736,0.277450,0.673453,0.660719,-0.368316,1.550607,0.210673,0.288973,-1.217014,-0.647429,0.633981,-1.024326,-0.202991,-0.090255,8.247472,4.520360,2.960444,1.784940,-0.335257,-0.158289,-2.885667,-1.372976,0.880117,-2.238308,-3.434619,-1.500155
10.876000,0.709897,0.680559,-0.336203,1.558171,0.177474,0.275840,0.668556,0.658116,-0.365772,1.546488,0.209820,0.288598,-1.228563,-0.652621,0.637369,-1.033082,-0.219616,-0.096158,8.214833,4.581294,2.963911,1.808943,-0.337684,-0.171048,-2.891423,-1.257240,0.832730,-2.164532,-4.678176,-1.504753
10.880000,0.704797,0.678233,-0.333624,1.554187,0.176199,0.274194,0.663613,0.655494,-0.363214,1.542334,0.208894,0.288198,-1.240141,-0.657370,0.640708,-1.041574,-0.238769,-0.102075,8.180624,4.643329,2.968045,1.831391,-0.339024,-0.183914,-2.899405,-1.148519,0.836565,-2.103237,-5.031850,-1.508291
10.884000,0.699642,0.675896,-0.331026,1.550160,0.174911,0.272514,0.658624,0.652853,-0.360643,1.538147,0.207891,0.287771,-1.251734,-0.661706,0.644118,-1.049708,-0.257950,-0.111478,8.144949,4.706175,2.972590,1.852185,-0.339647,-0.196712,-2.894499,-1.050483,0.853003,-1.952282,-4.876407,-3.966156
10.888000,0.694433,0.673548,-0.328409,1.546090,0.173608,0.270798,0.653588,0.650196,-0.358058,1.533930,0.206814,0.287264,-1.263265,-0.665678,0.647591,-1.057008,-0.275830,-0.137685,8.107757,4.769614,2.977509,1.870242,-0.339806,-0.206953,-2.878468,-0.961358,0.875666,-1.757093,-4.448011,-8.092336
10.892000,0.689170,0.671189,-0.325774,1.541979,0.172293,0.269048,0.648506,0.647525,-0.355458,1.529685,0.205670,0.286621,-1.274749,-0.669292,0.651207,-1.063797,-0.291693,-0.175662,8.069079,4.833400,2.982648,1.885443,-0.339694,-0.214267,-2.868321,-0.872201,0.918377,-1.662794,-3.888586,-10.487014
10.896000,0.683854,0.668819,-0.323120,1.537826,0.170964,0.267264,0.643379,0.644839,-0.352844,1.525413,0.204469,0.285809,-1.286202,-0.672550,0.655019,-1.070422,-0.305313,-0.219640,8.028996,4.897267,2.987833,1.898160,-0.339443,-0.219199,-2.861491,-0.783150,0.971170,-1.648577,-3.306259,-11.553846
10.900000,0.678485,0.666438,-0.320447,1.533631,0.169621,0.265445,0.638205,0.642142,-0.350214,1.521115,0.203218,0.284817,-1.297632,-0.675452,0.659049,-1.077149,-0.316761,-0.265323,7.987582,4.960949,2.992922,1.908836,-0.339141,-0.222271,-2.856104,-0.694581,1.027441,-1.694875,-2.763136,-11.653004
10.904000,0.673064,0.664046,-0.317757,1.529396,0.168266,0.263593,0.632986,0.639433,-0.347567,1.516789,0.201927,0.283644,-1.309041,-0.678002,0.663301,-1.084171,-0.326275,-0.309696,7.944910,5.024186,2.997801,1.917944,-0.338839,-0.223959,-2.850890,-0.606995,1.083090,-1.784092,-2.290308,-11.091844
10.908000,0.667591,0.661644,-0.315048,1.525119,0.166898,0.261706,0.627722,0.636716,-0.344903,1.512433,0.200602,0.282301,-1.320428,-0.680205,0.667765,-1.091620,-0.334156,-0.350809,7.901047,5.086725,3.002377,1.925964,-0.338564,-0.224674,-2.845080,-0.520936,1.135813,-1.901006,-1.898914,-10.121896
10.912000,0.662065,0.659231,-0.312321,1.520803,0.165516,0.259787,0.622411,0.633990,-0.342220,1.508047,0.199248,0.280804,-1.331788,-0.682069,0.672428,-1.099573,-0.340720,-0.387563,7.856056,5.148320,3.006570,1.933355,-0.338330,-0.224756,-2.838295,-0.436944,1.184543,-2.032915,-1.588020,-8.940401
10.916000,0.656489,0.656807,-0.309577,1.516446,0.164122,0.257834,0.617056,0.631258,-0.339519,1.503628,0.197871,0.279173,-1.343119,-0.683604,0.677273,-1.108062,-0.346263,-0.419505,7.809994,5.208735,3.010312,1.940546,-0.338138,-0.224476,-2.830439,-0.355518,1.229014,-2.169589,-1.350048,-7.694860
10.920000,0.650862,0.654373,-0.306815,1.512050,0.162715,0.255848,0.611655,0.628520,-0.336797,1.499173,0.196474,0.277425,-1.354416,-0.684820,0.682284,-1.117087,-0.351040,-0.446651,7.762919,5.267745,3.013540,1.947921,-0.337984,-0.224037,-2.821612,-0.277103,1.269439,-2.303095,-1.174369,-6.489349
10.924000,0.645184,0.651929,-0.304036,1.507615,0.161296,0.253829,0.606209,0.625779,-0.334055,1.494681,0.195059,0.275581,-1.365675,-0.685732,0.687446,-1.126619,-0.355264,-0.469333,7.714884,5.325139,3.016198,1.955815,-0.337859,-0.223585,-2.812031,-0.202083,1.306272,-2.427539,-1.049567,-5.391633
10.928000,0.639457,0.649474,-0.301239,1.503140,0.159864,0.251778,0.600719,0.623034,-0.331292,1.490150,0.193628,0.273655,-1.376894,-0.686353,0.692747,-1.136612,-0.359107,-0.488075,7.665944,5.380718,3.018231,1.964512,-0.337756,-0.223214,-2.801966,-0.130778,1.340047,-2.538785,-0.964776,-4.440363
10.932000,0.633680,0.647009,-0.298426,1.498627,0.158420,0.249694,0.595183,0.620288,-0.328508,1.485578,0.192183,0.271663,-1.388072,-0.686698,0.698176,-1.147008,-0.362698,-0.503495,7.616155,5.434295,3.019585,1.974244,-0.337665,-0.222980,-2.791691,-0.063450,1.371264,-2.634150,-0.910375,-3.651866
10.936000,0.627854,0.644534,-0.295595,1.494075,0.156963,0.247579,0.589603,0.617541,-0.325701,1.480963,0.190723,0.269617,-1.399209,-0.686785,0.703724,-1.157739,-0.366135,-0.516232,7.565573,5.485699,3.020207,1.985192,-0.337578,-0.222908,-2.781450,-0.000309,1.400328,-2.712130,-0.878270,-3.026215
10.940000,0.621979,0.642050,-0.292747,1.489486,0.155495,0.245432,0.583978,0.614794,-0.322872,1.476304,0.189251,0.267525,-1.410305,-0.686631,0.709383,-1.168734,-0.369488,-0.526900,7.514258,5.534774,3.020048,1.997492,-0.337487,-0.222999,-2.771431,0.058483,1.427509,-2.772146,-0.861915,-2.552414
10.944000,0.616057,0.639555,-0.289883,1.484859,0.154014,0.243254,0.578310,0.612048,-0.320020,1.471602,0.187764,0.265394,-1.421362,-0.686253,0.715147,-1.179923,-0.372804,-0.536050,7.462272,5.581378,3.019058,2.011232,-0.337387,-0.223240,-2.761748,0.112798,1.452937,-2.814321,-0.856194,-2.212655
10.948000,0.610086,0.637051,-0.287002,1.480194,0.152522,0.241044,0.572597,0.609305,-0.317145,1.466854,0.186265,0.263229,-1.432382,-0.685669,0.721008,-1.191236,-0.376116,-0.544154,7.409679,5.625383,3.017190,2.026464,-0.337270,-0.223606,-2.752439,0.162543,1.476600,-2.839301,-0.857222,-1.985654
10.952000,0.604069,0.634537,-0.284105,1.475493,0.151017,0.238804,0.566840,0.606564,-0.314246,1.462060,0.184752,0.261034,-1.443365,-0.684897,0.726959,-1.202607,-0.379442,-0.551598,7.356544,5.666680,3.014400,2.043202,-0.337134,-0.224069,-2.743463,0.207646,1.498367,-2.848101,-0.862131,-1.849161
10.956000,0.598004,0.632013,-0.281192,1.470755,0.149501,0.236533,0.561039,0.603827,-0.311324,1.457222,0.183226,0.258809,-1.454313,-0.683958,0.732992,-1.213976,-0.382792,-0.558684,7.302936,5.705170,3.010648,2.061428,-0.336973,-0.224601,-2.734704,0.248058,1.518008,-2.841992,-0.868855,-1.781727
10.960000,0.591894,0.629480,-0.278263,1.465981,0.147973,0.234232,0.555194,0.601094,-0.308376,1.452337,0.181686,0.256557,-1.465226,-0.682868,0.739098,-1.225286,-0.386168,-0.565633,7.248922,5.740774,3.005899,2.081098,-0.336786,-0.225171,-2.725980,0.283742,1.535223,-2.822401,-0.875947,-1.763872
10.964000,0.585737,0.626938,-0.275318,1.461172,0.146434,0.231901,0.549306,0.598365,-0.305405,1.447408,0.180133,0.254277,-1.476104,-0.681648,0.745266,-1.236487,-0.389571,-0.572596,7.194569,5.773426,3.000124,2.102145,-0.336569,-0.225756,-2.717054,0.314675,1.549666,-2.790848,-0.882418,-1.778748
10.968000,0.579536,0.624386,-0.272358,1.456327,0.144884,0.229540,0.543375,0.595642,-0.302408,1.442435,0.178566,0.251969,-1.486945,-0.680316,0.751484,-1.247536,-0.392995,-0.579667,7.139945,5.803075,2.993301,2.124482,-0.336322,-0.226334,-2.707646,0.340845,1.560979,-2.748888,-0.887611,-1.812431
10.972000,0.573289,0.621826,-0.269382,1.451446,0.143322,0.227150,0.537400,0.592924,-0.299386,1.437417,0.176986,0.249633,-1.497746,-0.678891,0.757739,-1.258395,-0.396435,-0.586891,7.085111,5.829686,2.985413,2.148007,-0.336043,-0.226888,-2.697449,0.362246,1.568813,-2.698073,-0.891106,-1.853933
10.976000,0.566998,0.619256,-0.266390,1.446532,0.141750,0.224731,0.531382,0.590212,-0.296340,1.432357,0.175391,0.247267,-1.508504,-0.677393,0.764016,-1.269032,-0.399884,-0.594277,7.030128,5.853241,2.976452,2.172607,-0.335731,-0.227405,-2.686137,0.378884,1.572850,-2.639923,-0.892645,-1.895019
10.980000,0.560663,0.616677,-0.263384,1.441583,0.140166,0.222283,0.525321,0.587507,-0.293268,1.427255,0.173783,0.244871,-1.519214,-0.675840,0.770299,-1.279422,-0.403334,-0.601810,6.975050,5.873735,2.966419,2.198159,-0.335386,-0.227879,-2.673384,0.390773,1.572822,-2.575901,-0.892086,-1.929914
10.984000,0.554285,0.614089,-0.260362,1.436600,0.138571,0.219807,0.519218,0.584807,-0.290171,1.422112,0.172161,0.242444,-1.529868,-0.674251,0.776572,-1.289545,-0.406775,-0.609455,6.919927,5.891179,2.955320,2.224539,-0.335008,-0.228305,-2.658871,0.397936,1.568526,-2.507397,-0.889363,-1.954933
10.988000,0.547864,0.611493,-0.257326,1.431583,0.136966,0.217303,0.513072,0.582114,-0.287049,1.416929,0.170526,0.239987,-1.540459,-0.672646,0.782817,-1.299386,-0.410201,-0.617169,6.864800,5.905598,2.943171,2.251615,-0.334598,-0.228681,-2.642302,0.400412,1.559831,-2.435716,-0.884468,-1.968102
10.992000,0.541401,0.608888,-0.254275,1.426534,0.135350,0.214770,0.506883,0.579428,-0.283903,1.411707,0.168876,0.237499,-1.550978,-0.671042,0.789015,-1.308935,-0.413603,-0.624902,6.809704,5.917034,2.929996,2.279260,-0.334156,-0.229011,-2.623405,0.398252,1.546686,-2.362060,-0.877432,-1.968783
10.996000,0.534895,0.606275,-0.251210,1.421451,0.133724,0.212211,0.500653,0.576747,-0.280731,1.406448,0.167213,0.234980,-1.561415,-0.669458,0.795150,-1.318188,-0.416972,-0.632608,6.754665,5.925542,2.915823,2.307346,-0.333684,-0.229297,-2.601947,0.391526,1.529120,-2.287526,-0.868321,-1.957327
11.000000,0.528349,0.603653,-0.248130,1.416337,0.132087,0.209624,0.494382,0.574074,-0.277536,1.401153,0.165537,0.232431,-1.571760,-0.667913,0.801204,-1.327142,-0.420300,-0.640240,6.699699,5.931191,2.900691,2.335754,-0.333182,-0.229545,-2.577739,0.380323,1.507241,-2.213093,-0.857229,-1.934776
11.004000,0.521761,0.601023,-0.245036,1.411190,0.130440,0.207010,0.488069,0.571406,-0.274316,1.395823,0.163848,0.229851,-1.582000,-0.666423,0.807160,-1.335802,-0.423582,-0.647760,6.644816,5.934065,2.884641,2.364366,-0.332652,-0.229762,-2.550635,0.364753,1.481228,-2.139617,-0.844272,-1.902604
11.008000,0.515133,0.598384,-0.241929,1.406012,0.128783,0.204370,0.481716,0.568744,-0.271073,1.390459,0.162145,0.227242,-1.592124,-0.665007,0.813002,-1.344172,-0.426808,-0.655132,6.590013,5.934260,2.867721,2.393075,-0.332096,-0.229953,-2.520541,0.344953,1.451330,-2.067827,-0.829589,-1.862511
11.012000,0.508465,0.595738,-0.238807,1.400803,0.127116,0.201704,0.475322,0.566087,-0.267806,1.385062,0.160430,0.224603,-1.602121,-0.663679,0.818715,-1.352261,-0.429974,-0.662332,6.535280,5.931885,2.849985,2.421782,-0.331516,-0.230127,-2.487412,0.321084,1.417847,-1.998324,-0.813335,-1.816263
11.016000,0.501758,0.593083,-0.235672,1.395563,0.125440,0.199012,0.468889,0.563435,-0.264517,1.379633,0.158703,0.221936,-1.611977,-0.662457,0.824286,-1.360078,-0.433074,-0.669338,6.480597,5.927062,2.831488,2.450395,-0.330914,-0.230291,-2.451255,0.293337,1.381128,-1.931574,-0.795683,-1.765572
11.020000,0.495012,0.590420,-0.232524,1.390293,0.123753,0.196294,0.462417,0.560788,-0.261207,1.374174,0.156963,0.219242,-1.621682,-0.661356,0.829703,-1.367636,-0.436102,-0.676138,6.425935,5.919923,2.812291,2.478833,-0.330292,-0.230450,-2.412125,0.261932,1.341554,-1.867920,-0.776812,-1.712013
11.024000,0.488228,0.587750,-0.229362,1.384992,0.122057,0.193551,0.455906,0.558145,-0.257875,1.368685,0.155211,0.216521,-1.631223,-0.660388,0.834955,-1.374948,-0.439055,-0.682724,6.371256,5.910612,2.792453,2.507026,-0.329652,-0.230611,-2.370125,0.227116,1.299526,-1.807575,-0.756911,-1.656970
11.028000,0.481406,0.585072,-0.226187,1.379663,0.120351,0.190784,0.449358,0.555506,-0.254522,1.363167,0.153447,0.213774,-1.640588,-0.659568,0.840033,-1.382028,-0.441928,-0.689093,6.316515,5.899280,2.772038,2.534910,-0.328997,-0.230779,-2.325399,0.189169,1.255455,-1.750637,-0.736171,-1.601612
11.032000,0.474546,0.582387,-0.223000,1.374304,0.118637,0.187992,0.442773,0.552869,-0.251150,1.357622,0.151673,0.211002,-1.649769,-0.658906,0.844931,-1.388888,-0.444720,-0.695246,6.261659,5.886089,2.751111,2.562432,-0.328329,-0.230961,-2.278133,0.148397,1.209751,-1.697092,-0.714779,-1.546879
11.036000,0.467650,0.579693,-0.219800,1.368916,0.116913,0.185176,0.436151,0.550235,-0.247758,1.352050,0.149887,0.208206,-1.658755,-0.658414,0.849643,-1.395542,-0.447428,-0.701187,6.206630,5.871205,2.729733,2.589547,-0.327651,-0.231159,-2.228545,0.105131,1.162812,-1.646827,-0.692915,-1.493489
11.040000,0.460718,0.576993,-0.216587,1.363500,0.115180,0.182337,0.429494,0.547602,-0.244348,1.346451,0.148091,0.205387,-1.667537,-0.658100,0.854164,-1.402003,-0.450050,-0.706924,6.151364,5.854804,2.707969,2.616216,-0.326963,-0.231378,-2.176883,0.059729,1.115012,-1.599643,-0.670749,-1.441953
11.044000,0.453750,0.574285,-0.213362,1.358057,0.113438,0.179474,0.422802,0.544970,-0.240921,1.340828,0.146284,0.202545,-1.676107,-0.657973,0.858493,-1.408282,-0.452586,-0.712463,6.095792,5.837064,2.685881,2.642407,-0.326270,-0.231620,-2.123418,0.012567,1.066701,-1.555267,-0.648434,-1.392594
11.048000,0.446747,0.571570,-0.210125,1.352586,0.111687,0.176588,0.416077,0.542338,-0.237477,1.335179,0.144468,0.199682,-1.684461,-0.658038,0.862628,-1.414390,-0.455036,-0.717815,6.039840,5.818166,2.663529,2.668095,-0.325572,-0.231889,-2.068439,-0.035960,1.018192,-1.513367,-0.626106,-1.345575
11.052000,0.439710,0.568848,-0.206876,1.347087,0.109927,0.173680,0.409319,0.539705,-0.234016,1.329507,0.142642,0.196798,-1.692591,-0.658299,0.866568,-1.420336,-0.457400,-0.722987,5.983435,5.798294,2.640974,2.693256,-0.324873,-0.232187,-2.012245,-0.085446,0.969761,-1.473569,-0.603881,-1.300925
11.056000,0.432638,0.566119,-0.203615,1.341563,0.108160,0.170749,0.402529,0.537071,-0.230541,1.323811,0.140806,0.193893,-1.700494,-0.658759,0.870316,-1.426127,-0.459678,-0.727991,5.926499,5.777634,2.618274,2.717872,-0.324173,-0.232516,-1.955144,-0.135476,0.921644,-1.435471,-0.581855,-1.258561
11.060000,0.425533,0.563384,-0.200342,1.336012,0.106383,0.167797,0.395707,0.534435,-0.227050,1.318092,0.138962,0.190969,-1.708167,-0.659421,0.873872,-1.431769,-0.461872,-0.732833,5.868957,5.756369,2.595484,2.741924,-0.323475,-0.232876,-1.897441,-0.185633,0.874036,-1.398661,-0.560101,-1.218320
11.064000,0.418395,0.560641,-0.197059,1.330435,0.104599,0.164823,0.388856,0.531795,-0.223546,1.312351,0.137109,0.188026,-1.715609,-0.660282,0.877239,-1.437266,-0.463982,-0.737523,5.810730,5.734680,2.572658,2.765397,-0.322780,-0.233270,-1.839437,-0.235500,0.827096,-1.362729,-0.538670,-1.179978
11.068000,0.411225,0.557892,-0.193764,1.324834,0.102806,0.161828,0.381976,0.529151,-0.220029,1.306589,0.135248,0.185064,-1.722819,-0.661341,0.880420,-1.442620,-0.466011,-0.742066,5.751744,5.712747,2.549848,2.788274,-0.322091,-0.233698,-1.781425,-0.284671,0.780942,-1.327283,-0.517595,-1.143275
11.072000,0.404022,0.555136,-0.190458,1.319207,0.101006,0.158812,0.375067,0.526503,-0.216500,1.300805,0.133379,0.182085,-1.729797,-0.662594,0.883419,-1.447834,-0.467959,-0.746468,5.691925,5.690744,2.527104,2.810536,-0.321408,-0.234161,-1.723680,-0.332750,0.735662,-1.291960,-0.496890,-1.107928
11.076000,0.396789,0.552374,-0.187141,1.313556,0.099197,0.155776,0.368131,0.523849,-0.212960,1.295001,0.131503,0.179088,-1.736545,-0.664035,0.886238,-1.452905,-0.469827,-0.750735,5.631204,5.668837,2.504474,2.832167,-0.320734,-0.234660,-1.666462,-0.379358,0.691316,-1.256438,-0.476555,-1.073655
11.080000,0.389525,0.549606,-0.183813,1.307881,0.097381,0.152720,0.361168,0.521189,-0.209408,1.289177,0.129619,0.176075,-1.743067,-0.665659,0.888883,-1.457833,-0.471618,-0.754868,5.569513,5.647190,2.482005,2.853144,-0.320070,-0.235197,-1.610007,-0.424140,0.647941,-1.220444,-0.456576,-1.040182
11.084000,0.382231,0.546831,-0.180475,1.302182,0.095558,0.149645,0.354180,0.518522,-0.205846,1.283334,0.127728,0.173046,-1.749365,-0.667456,0.891356,-1.462616,-0.473333,-0.758872,5.506792,5.625955,2.459741,2.873444,-0.319418,-0.235771,-1.554527,-0.466766,0.605556,-1.183760,-0.436930,-1.007256
11.088000,0.374907,0.544051,-0.177127,1.296460,0.093727,0.146550,0.347167,0.515847,-0.202275,1.277472,0.125831,0.170000,-1.755444,-0.669418,0.893662,-1.467250,-0.474972,-0.762748,5.442981,5.605276,2.437725,2.893042,-0.318778,-0.236384,-1.500210,-0.506935,0.564171,-1.146232,-0.417589,-0.974654
11.092000,0.367554,0.541264,-0.173769,1.290716,0.091888,0.143437,0.340131,0.513164,-0.198695,1.271592,0.123927,0.166940,-1.761310,-0.671534,0.895805,-1.471731,-0.476538,-0.766496,5.378028,5.585290,2.415997,2.911909,-0.318153,-0.237036,-1.447212,-0.544378,0.523789,-1.107765,-0.398523,-0.942190
11.096000,0.360172,0.538471,-0.170401,1.284949,0.090043,0.140305,0.333071,0.510472,-0.195107,1.265694,0.122017,0.163865,-1.766967,-0.673792,0.897788,-1.476057,-0.478030,-0.770116,5.311888,5.566120,2.394598,2.930014,-0.317543,-0.237729,-1.395666,-0.578861,0.484415,-1.068330,-0.379704,-0.909717
11.100000,0.352763,0.535673,-0.167023,1.279161,0.088191,0.137156,0.325990,0.507771,-0.191511,1.259779,0.120101,0.160776,-1.772421,-0.676180,0.899617,-1.480222,-0.479450,-0.773609,5.244518,5.547882,2.373564,2.947325,-0.316950,-0.238464,-1.345671,-0.610187,0.446058,-1.027958,-0.361105,-0.877130
11.104000,0.345327,0.532869,-0.163635,1.273351,0.086332,0.133988,0.318887,0.505060,-0.187908,1.253848,0.118180,0.157673,-1.777680,-0.678685,0.901295,-1.484223,-0.480798,-0.776974,5.175885,5.530677,2.352931,2.963807,-0.316376,-0.239241,-1.297300,-0.638194,0.408737,-0.986738,-0.342709,-0.844369
11.108000,0.337864,0.530060,-0.160239,1.267520,0.084466,0.130804,0.311763,0.502339,-0.184299,1.247902,0.116254,0.154557,-1.782750,-0.681294,0.902826,-1.488059,-0.482076,-0.780209,5.105958,5.514599,2.332734,2.979425,-0.315821,-0.240063,-1.250600,-0.662758,0.372482,-0.944812,-0.324507,-0.811414
11.112000,0.330374,0.527245,-0.156833,1.261669,0.082594,0.127603,0.304620,0.499607,-0.180685,1.241940,0.114322,0.151428,-1.787637,-0.683992,0.904214,-1.491725,-0.483285,-0.783314,5.034714,5.499726,2.313005,2.994141,-0.315286,-0.240929,-1.205591,-0.683788,0.337338,-0.902366,-0.306499,-0.778284
11.116000,0.322859,0.524425,-0.153418,1.255798,0.080715,0.124386,0.297458,0.496864,-0.177065,1.235965,0.112386,0.148287,-1.792348,-0.686765,0.905465,-1.495220,-0.484424,-0.786289,4.962137,5.486127,2.293773,3.007922,-0.314774,-0.241842,-1.162269,-0.701232,0.303368,-0.859624,-0.288698,-0.745036
