time,ref_q1,ref_q2,ref_q3,ref_q4,ref_q5,ref_q6,q1,q2,q3,q4,q5,q6,vel_q1,vel_q2,vel_q3,vel_q4,vel_q5,vel_q6,tau1,tau2,tau3,tau4,tau5,tau6
0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000000,-0.000000,0.000004,-0.000000,0.000036,0.000242,0.000078,-0.000000,0.001720,-0.000028,0.013162,-0.000459,-0.000155,0.000002,-0.002958,0.000052,-0.022015
0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000002,0.000001,0.000000,0.000015,-0.000000,0.000103,0.000464,0.000130,0.000003,0.003005,-0.000023,0.017885,-0.001456,-0.000438,-0.000003,-0.008159,0.000080,-0.047117
0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000004,0.000001,0.000000,0.000029,-0.000000,0.000175,0.000656,0.000165,0.000007,0.003941,-0.000010,0.017774,-0.002832,-0.000781,-0.000011,-0.014408,0.000080,-0.066468
0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000008,0.000002,0.000000,0.000047,-0.000000,0.000240,0.000815,0.000188,0.000009,0.004602,0.000002,0.015284,-0.004519,-0.001159,-0.000020,-0.021365,0.000066,-0.080318
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000011,0.000003,0.000000,0.000066,-0.000000,0.000293,0.000944,0.000204,0.000010,0.005046,0.000009,0.011959,-0.006456,-0.001555,-0.000028,-0.028763,0.000049,-0.089552
0.024000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000015,0.000004,0.000000,0.000087,-0.000000,0.000333,0.001046,0.000214,0.000010,0.005324,0.000012,0.008678,-0.008586,-0.001954,-0.000035,-0.036393,0.000033,-0.095246
0.028000,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000000,0.000020,0.000004,0.000000,0.000109,-0.000000,0.000360,0.001123,0.000221,0.000009,0.005477,0.000011,0.005871,-0.010864,-0.002342,-0.000040,-0.044098,0.000021,-0.098419
0.032000,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000000,0.000024,0.000005,0.000000,0.000131,-0.000000,0.000378,0.001181,0.000225,0.000008,0.005535,0.000010,0.003682,-0.013251,-0.002710,-0.000043,-0.051757,0.000012,-0.099922
0.036000,0.000000,0.000001,0.000000,0.000002,0.000000,-0.000000,0.000029,0.000006,0.000000,0.000153,-0.000000,0.000389,0.001223,0.000228,0.000006,0.005526,0.000007,0.002098,-0.015716,-0.003045,-0.000044,-0.059278,0.000006,-0.100405
0.040000,0.000000,0.000001,0.000000,0.000003,0.000000,-0.000001,0.000034,0.000007,0.000000,0.000175,-0.000000,0.000394,0.001253,0.000230,0.000004,0.005468,0.000005,0.001029,-0.018235,-0.003337,-0.000045,-0.066591,0.000003,-0.100329
0.044000,0.000000,0.000002,0.000000,0.000004,0.000000,-0.000001,0.000039,0.000008,0.000000,0.000197,-0.000000,0.000397,0.001272,0.000231,0.000003,0.005377,0.000004,0.000357,-0.020789,-0.003574,-0.000045,-0.073643,0.000001,-0.099997
0.048000,0.000000,0.000002,0.000000,0.000006,0.000000,-0.000001,0.000044,0.000009,0.000000,0.000218,-0.000000,0.000397,0.001284,0.000231,0.000001,0.005264,0.000002,-0.000029,-0.023364,-0.003745,-0.000044,-0.080390,0.000001,-0.099594
0.052000,0.000000,0.000003,0.000000,0.000008,0.000000,-0.000001,0.000049,0.000010,0.000000,0.000239,-0.000000,0.000396,0.001290,0.000232,-0.000000,0.005138,0.000001,-0.000224,-0.025949,-0.003836,-0.000042,-0.086799,0.000000,-0.099220
0.056000,0.000000,0.000004,0.000000,0.000010,0.000000,-0.000002,0.000054,0.000011,0.000000,0.000259,-0.000000,0.000395,0.001292,0.000232,-0.000001,0.005004,0.000001,-0.000304,-0.028536,-0.003835,-0.000040,-0.092842,0.000001,-0.098921
0.060000,0.000000,0.000005,0.000000,0.000013,0.000000,-0.000002,0.000060,0.000012,0.000000,0.000279,-0.000000,0.000394,0.001290,0.000232,-0.000002,0.004868,0.000000,-0.000319,-0.031117,-0.003729,-0.000038,-0.098493,0.000001,-0.098707
0.064000,0.000000,0.000007,0.000000,0.000017,0.000000,-0.000003,0.000065,0.000013,0.000000,0.000298,-0.000000,0.000393,0.001286,0.000232,-0.000002,0.004733,-0.000000,-0.000306,-0.033689,-0.003503,-0.000036,-0.103731,0.000001,-0.098574
0.068000,0.000000,0.000008,0.000000,0.000022,0.000000,-0.000004,0.000070,0.000014,0.000000,0.000316,-0.000000,0.000391,0.001279,0.000233,-0.000003,0.004602,-0.000000,-0.000285,-0.036247,-0.003141,-0.000034,-0.108536,0.000002,-0.098508
0.072000,0.000000,0.000010,0.000000,0.000027,0.000000,-0.000005,0.000075,0.000015,0.000000,0.000334,-0.000000,0.000390,0.001272,0.000233,-0.000003,0.004477,-0.000000,-0.000269,-0.038788,-0.002628,-0.000031,-0.112888,0.000002,-0.098493
0.076000,0.000000,0.000013,0.000000,0.000033,0.000000,-0.000006,0.000080,0.000016,0.000000,0.000352,-0.000000,0.000389,0.001262,0.000234,-0.000003,0.004359,-0.000000,-0.000264,-0.041311,-0.001949,-0.000029,-0.116768,0.000002,-0.098516
0.080000,0.000000,0.000016,0.000000,0.000040,0.000000,-0.000007,0.000085,0.000017,0.000000,0.000369,-0.000000,0.000388,0.001253,0.000234,-0.000003,0.004250,-0.000000,-0.000271,-0.043814,-0.001085,-0.000027,-0.120158,0.000003,-0.098564
0.084000,0.000000,0.000019,0.000000,0.000048,0.000000,-0.000008,0.000090,0.000017,0.000000,0.000386,-0.000000,0.000387,0.001242,0.000235,-0.000004,0.004150,-0.000000,-0.000290,-0.046295,-0.000018,-0.000024,-0.123040,0.000003,-0.098630
0.088000,0.000000,0.000022,0.000000,0.000057,0.000000,-0.000010,0.000095,0.000018,0.000000,0.000402,-0.000000,0.000386,0.001231,0.000237,-0.000004,0.004062,-0.000000,-0.000319,-0.048754,0.001268,-0.000022,-0.125395,0.000004,-0.098707
0.092000,0.000000,0.000027,0.000000,0.000068,0.000000,-0.000012,0.000100,0.000019,0.000000,0.000418,-0.000000,0.000384,0.001219,0.000238,-0.000004,0.003985,-0.000000,-0.000358,-0.051189,0.002794,-0.000020,-0.127206,0.000004,-0.098793
0.096000,0.000000,0.000031,0.000000,0.000080,0.000000,-0.000014,0.000105,0.000020,0.000000,0.000434,-0.000000,0.000383,0.001207,0.000240,-0.000004,0.003920,-0.000001,-0.000405,-0.053600,0.004578,-0.000018,-0.128452,0.000005,-0.098886
0.100000,0.000000,0.000037,0.000000,0.000093,0.000000,-0.000016,0.000110,0.000021,0.000000,0.000450,-0.000000,0.000381,0.001195,0.000242,-0.000004,0.003868,-0.000001,-0.000458,-0.055986,0.006641,-0.000016,-0.129116,0.000006,-0.098985
0.104000,0.000000,0.000042,0.000000,0.000108,0.000000,-0.000019,0.000114,0.000022,0.000000,0.000465,-0.000000,0.000379,0.001183,0.000244,-0.000004,0.003829,-0.000001,-0.000516,-0.058348,0.009004,-0.000014,-0.129178,0.000006,-0.099089
0.108000,0.000000,0.000049,0.000000,0.000125,0.000000,-0.000022,0.000119,0.000023,0.000000,0.000480,-0.000000,0.000377,0.001170,0.000247,-0.000004,0.003805,-0.000001,-0.000580,-0.060685,0.011687,-0.000011,-0.128619,0.000007,-0.099200
0.112000,0.000000,0.000056,0.000000,0.000144,0.000000,-0.000025,0.000124,0.000024,0.000000,0.000496,-0.000000,0.000374,0.001158,0.000251,-0.000004,0.003795,-0.000001,-0.000649,-0.062996,0.014712,-0.000009,-0.127420,0.000008,-0.099316
0.116000,0.000000,0.000064,0.000000,0.000164,0.000000,-0.000029,0.000128,0.000025,0.000000,0.000511,-0.000000,0.000371,0.001145,0.000254,-0.000004,0.003801,-0.000001,-0.000723,-0.065282,0.018101,-0.000007,-0.125562,0.000009,-0.099440
0.120000,0.000000,0.000073,0.000000,0.000187,0.000000,-0.000032,0.000133,0.000026,0.000000,0.000526,-0.000000,0.000368,0.001132,0.000258,-0.000004,0.003822,-0.000001,-0.000801,-0.067542,0.021876,-0.000005,-0.123023,0.000010,-0.099572
0.124000,0.000000,0.000083,0.000000,0.000211,0.000000,-0.000037,0.000137,0.000027,0.000000,0.000541,-0.000000,0.000365,0.001119,0.000263,-0.000004,0.003860,-0.000001,-0.000884,-0.069776,0.026061,-0.000003,-0.119785,0.000011,-0.099711
0.128000,0.000000,0.000093,0.000000,0.000238,0.000000,-0.000041,0.000142,0.000028,0.000000,0.000557,-0.000000,0.000361,0.001106,0.000268,-0.000004,0.003914,-0.000001,-0.000972,-0.071985,0.030679,-0.000001,-0.115827,0.000012,-0.099858
0.132000,0.000000,0.000105,0.000000,0.000268,0.000000,-0.000047,0.000146,0.000029,0.000000,0.000573,-0.000000,0.000357,0.001093,0.000274,-0.000004,0.003986,-0.000001,-0.001065,-0.074167,0.035754,0.000002,-0.111130,0.000013,-0.100014
0.136000,0.000000,0.000117,0.000000,0.000300,0.000000,-0.000052,0.000150,0.000031,0.000000,0.000589,-0.000000,0.000352,0.001080,0.000280,-0.000004,0.004076,-0.000001,-0.001164,-0.076323,0.041309,0.000004,-0.105673,0.000014,-0.100179
0.140000,0.000000,0.000131,0.000000,0.000334,0.000000,-0.000058,0.000155,0.000032,-0.000000,0.000606,-0.000000,0.000347,0.001067,0.000287,-0.000004,0.004184,-0.000001,-0.001268,-0.078453,0.047370,0.000006,-0.099436,0.000015,-0.100353
0.144000,0.000000,0.000145,0.000000,0.000372,0.000000,-0.000065,0.000159,0.000033,-0.000000,0.000623,-0.000000,0.000342,0.001054,0.000294,-0.000004,0.004311,-0.000001,-0.001377,-0.080557,0.053960,0.000009,-0.092399,0.000016,-0.100536
0.148000,0.000000,0.000161,0.000000,0.000412,0.000000,-0.000072,0.000163,0.000034,-0.000000,0.000640,-0.000000,0.000336,0.001041,0.000303,-0.000004,0.004457,-0.000001,-0.001492,-0.082635,0.061106,0.000011,-0.084542,0.000018,-0.100729
0.152000,0.000000,0.000178,0.000000,0.000456,0.000000,-0.000079,0.000167,0.000035,-0.000000,0.000659,-0.000000,0.000329,0.001028,0.000312,-0.000004,0.004624,-0.000001,-0.001612,-0.084686,0.068833,0.000014,-0.075844,0.000019,-0.100931
0.156000,0.000000,0.000197,0.000000,0.000502,0.000000,-0.000087,0.000171,0.000037,-0.000000,0.000678,-0.000000,0.000322,0.001015,0.000321,-0.000004,0.004810,-0.000001,-0.001739,-0.086711,0.077165,0.000016,-0.066286,0.000021,-0.101143
0.160000,0.000000,0.000216,0.000000,0.000553,0.000000,-0.000096,0.000175,0.000038,-0.000000,0.000698,-0.000000,0.000315,0.001002,0.000332,-0.000004,0.005018,-0.000001,-0.001871,-0.088709,0.086130,0.000019,-0.055847,0.000022,-0.101364
0.164000,0.000000,0.000237,0.000000,0.000606,0.000000,-0.000105,0.000179,0.000039,-0.000000,0.000718,-0.000000,0.000307,0.000989,0.000343,-0.000004,0.005247,-0.000001,-0.002009,-0.090681,0.095754,0.000022,-0.044509,0.000024,-0.101596
0.168000,0.000000,0.000260,0.000000,0.000664,0.000000,-0.000115,0.000183,0.000041,-0.000000,0.000740,-0.000000,0.000298,0.000975,0.000355,-0.000004,0.005498,-0.000001,-0.002153,-0.092627,0.106063,0.000025,-0.032251,0.000025,-0.101837
0.172000,0.000000,0.000284,0.000000,0.000725,0.000000,-0.000126,0.000187,0.000042,-0.000000,0.000763,-0.000000,0.000289,0.000962,0.000368,-0.000005,0.005771,-0.000001,-0.002303,-0.094545,0.117083,0.000028,-0.019055,0.000027,-0.102089
0.176000,0.000000,0.000309,0.000000,0.000790,0.000000,-0.000137,0.000191,0.000044,-0.000000,0.000787,-0.000000,0.000279,0.000949,0.000382,-0.000005,0.006067,-0.000001,-0.002460,-0.096437,0.128842,0.000031,-0.004900,0.000029,-0.102350
0.180000,0.000000,0.000336,0.000000,0.000859,0.000000,-0.000149,0.000195,0.000045,-0.000000,0.000812,-0.000000,0.000269,0.000936,0.000397,-0.000005,0.006386,-0.000001,-0.002623,-0.098303,0.141367,0.000034,0.010233,0.000031,-0.102622
0.184000,0.000000,0.000365,0.000000,0.000932,0.000000,-0.000162,0.000198,0.000047,-0.000000,0.000838,-0.000000,0.000258,0.000922,0.000413,-0.000005,0.006729,-0.000001,-0.002792,-0.100141,0.154684,0.000038,0.026361,0.000033,-0.102904
0.188000,0.000000,0.000395,0.000000,0.001010,0.000000,-0.000176,0.000202,0.000049,-0.000000,0.000866,-0.000000,0.000246,0.000909,0.000430,-0.000005,0.007097,-0.000002,-0.002967,-0.101953,0.168823,0.000041,0.043504,0.000035,-0.103197
0.192000,0.000000,0.000428,0.000000,0.001093,0.000000,-0.000190,0.000206,0.000050,-0.000000,0.000895,-0.000000,0.000233,0.000896,0.000448,-0.000005,0.007489,-0.000002,-0.003149,-0.103737,0.183809,0.000045,0.061679,0.000037,-0.103500
0.196000,0.000000,0.000462,0.000000,0.001180,0.000000,-0.000205,0.000209,0.000052,-0.000000,0.000927,-0.000000,0.000220,0.000882,0.000467,-0.000006,0.007907,-0.000002,-0.003337,-0.105495,0.199670,0.000049,0.080905,0.000039,-0.103814
0.200000,0.000000,0.000498,0.000000,0.001272,0.000000,-0.000221,0.000213,0.000054,-0.000000,0.000959,-0.000000,0.000206,0.000869,0.000487,-0.000006,0.008350,-0.000002,-0.003532,-0.107226,0.216435,0.000053,0.101199,0.000041,-0.104138
0.204000,0.000000,0.000536,0.000000,0.001369,0.000000,-0.000238,0.000216,0.000056,-0.000000,0.000994,-0.000000,0.000191,0.000855,0.000509,-0.000006,0.008819,-0.000002,-0.003733,-0.108929,0.234131,0.000057,0.122579,0.000043,-0.104474
0.208000,0.000000,0.000576,0.000000,0.001471,0.000000,-0.000256,0.000220,0.000058,-0.000000,0.001031,-0.000000,0.000175,0.000842,0.000531,-0.000006,0.009315,-0.000002,-0.003941,-0.110605,0.252787,0.000061,0.145061,0.000046,-0.104819
0.212000,0.000000,0.000618,0.000000,0.001578,0.000000,-0.000274,0.000223,0.000060,-0.000000,0.001069,-0.000000,0.000159,0.000828,0.000555,-0.000007,0.009838,-0.000002,-0.004155,-0.112254,0.272429,0.000066,0.168663,0.000048,-0.105176
0.216000,0.000000,0.000662,0.000000,0.001691,0.000000,-0.000294,0.000226,0.000063,-0.000000,0.001110,-0.000000,0.000141,0.000815,0.000580,-0.000007,0.010389,-0.000002,-0.004376,-0.113876,0.293088,0.000070,0.193400,0.000051,-0.105544
0.220000,0.000000,0.000708,0.000000,0.001810,0.000000,-0.000315,0.000229,0.000065,-0.000000,0.001153,-0.000000,0.000123,0.000801,0.000607,-0.000007,0.010967,-0.000002,-0.004604,-0.115471,0.314789,0.000075,0.219289,0.000054,-0.105922
0.224000,0.000000,0.000757,0.000000,0.001934,0.000000,-0.000336,0.000232,0.000068,-0.000000,0.001199,-0.000000,0.000103,0.000773,0.000668,-0.000014,0.011792,-0.000015,-0.004869,-0.117001,0.337501,0.000090,0.245890,0.000078,-0.106245
0.228000,0.000000,0.000808,0.000000,0.002065,0.000000,-0.000359,0.000235,0.000071,-0.000001,0.001251,-0.000000,0.000082,0.000685,0.000842,-0.000040,0.013588,-0.000060,-0.005263,-0.118352,0.361025,0.000139,0.271742,0.000177,-0.106337
0.232000,0.000000,0.000861,0.000000,0.002201,0.000000,-0.000383,0.000238,0.000075,-0.000001,0.001313,-0.000001,0.000060,0.000562,0.001130,-0.000077,0.016244,-0.000109,-0.005691,-0.119434,0.385134,0.000225,0.295417,0.000337,-0.106200
0.236000,0.000000,0.000917,0.000000,0.002344,0.000000,-0.000408,0.000240,0.000080,-0.000001,0.001387,-0.000001,0.000035,0.000422,0.001535,-0.000118,0.019632,-0.000150,-0.006097,-0.120223,0.409623,0.000343,0.316020,0.000534,-0.105928
0.240000,0.000000,0.000976,0.000000,0.002493,0.000000,-0.000434,0.000241,0.000088,-0.000002,0.001476,-0.000002,0.000009,0.000281,0.002059,-0.000160,0.023608,-0.000179,-0.006452,-0.120721,0.434289,0.000490,0.332865,0.000752,-0.105615
0.244000,0.000000,0.001037,0.000000,0.002649,0.000000,-0.000461,0.000242,0.000098,-0.000003,0.001582,-0.000003,-0.000018,0.000149,0.002700,-0.000201,0.028020,-0.000197,-0.006749,-0.120951,0.458924,0.000660,0.345490,0.000977,-0.105337
0.248000,0.000000,0.001100,0.000000,0.002812,0.000000,-0.000489,0.000242,0.000110,-0.000004,0.001706,-0.000004,-0.000046,0.000035,0.003459,-0.000240,0.032712,-0.000207,-0.006993,-0.120952,0.483327,0.000850,0.353655,0.001204,-0.105158
0.252000,0.000000,0.001167,0.000000,0.002981,0.000000,-0.000518,0.000242,0.000126,-0.000005,0.001850,-0.000005,-0.000075,-0.000055,0.004333,-0.000274,0.037530,-0.000210,-0.007192,-0.120775,0.507296,0.001058,0.357339,0.001428,-0.105121
0.256000,0.000000,0.001236,0.000000,0.003158,0.000000,-0.000549,0.000241,0.000146,-0.000006,0.002013,-0.000005,-0.000105,-0.000119,0.005319,-0.000304,0.042326,-0.000209,-0.007360,-0.120475,0.530641,0.001279,0.356724,0.001646,-0.105254
0.260000,0.000000,0.001308,0.000000,0.003342,0.000000,-0.000581,0.000241,0.000170,-0.000007,0.002194,-0.000006,-0.000135,-0.000154,0.006414,-0.000330,0.046970,-0.000205,-0.007511,-0.120112,0.553173,0.001511,0.352170,0.001858,-0.105570
0.264000,0.000000,0.001382,0.000000,0.003533,0.000000,-0.000614,0.000240,0.000199,-0.000009,0.002394,-0.000007,-0.000167,-0.000160,0.007613,-0.000352,0.051345,-0.000199,-0.007656,-0.119741,0.574719,0.001752,0.344190,0.002061,-0.106068
0.268000,0.000000,0.001460,0.000000,0.003732,0.000000,-0.000649,0.000239,0.000233,-0.000010,0.002610,-0.000008,-0.000198,-0.000140,0.008910,-0.000370,0.055359,-0.000191,-0.007809,-0.119418,0.595114,0.001999,0.333416,0.002256,-0.106737
0.272000,0.000000,0.001541,0.000000,0.003938,0.000000,-0.000685,0.000239,0.000272,-0.000012,0.002842,-0.000009,-0.000231,-0.000096,0.010299,-0.000384,0.058943,-0.000182,-0.007977,-0.119188,0.614205,0.002249,0.320559,0.002440,-0.107561
0.276000,0.000000,0.001625,0.000000,0.004153,0.000000,-0.000722,0.000238,0.000317,-0.000013,0.003087,-0.000010,-0.000264,-0.000033,0.011774,-0.000394,0.062053,-0.000171,-0.008169,-0.119092,0.631856,0.002501,0.306378,0.002612,-0.108513
0.280000,0.000000,0.001712,0.000000,0.004375,0.000000,-0.000761,0.000238,0.000368,-0.000015,0.003342,-0.000010,-0.000298,0.000046,0.013325,-0.000400,0.064672,-0.000159,-0.008390,-0.119157,0.647945,0.002753,0.291640,0.002772,-0.109567
0.284000,0.000000,0.001802,0.000000,0.004606,0.000000,-0.000801,0.000239,0.000425,-0.000016,0.003608,-0.000011,-0.000333,0.000135,0.014946,-0.000403,0.066808,-0.000146,-0.008644,-0.119403,0.662366,0.003003,0.277086,0.002918,-0.110692
0.288000,0.000000,0.001896,0.000000,0.004845,0.000000,-0.000843,0.000239,0.000489,-0.000018,0.003880,-0.000011,-0.000369,0.000228,0.016627,-0.000403,0.068488,-0.000132,-0.008933,-0.119839,0.675031,0.003250,0.263397,0.003050,-0.111856
0.292000,0.000000,0.001993,0.000000,0.005093,0.000000,-0.000886,0.000240,0.000560,-0.000020,0.004159,-0.000012,-0.000407,0.000321,0.018360,-0.000400,0.069764,-0.000117,-0.009257,-0.120463,0.685871,0.003491,0.251176,0.003167,-0.113031
0.296000,0.000000,0.002093,0.000000,0.005349,0.000000,-0.000930,0.000242,0.000638,-0.000021,0.004441,-0.000012,-0.000445,0.000410,0.020134,-0.000394,0.070701,-0.000101,-0.009617,-0.121263,0.694836,0.003726,0.240917,0.003267,-0.114188
0.300000,0.000000,0.002197,0.000000,0.005614,0.000000,-0.000976,0.000244,0.000723,-0.000023,0.004727,-0.000013,-0.000486,0.000489,0.021942,-0.000386,0.071377,-0.000085,-0.010008,-0.122220,0.701892,0.003953,0.232997,0.003351,-0.115303
0.304000,0.000000,0.002304,0.000000,0.005888,0.000000,-0.001024,0.000246,0.000816,-0.000024,0.005015,-0.000013,-0.000528,0.000556,0.023771,-0.000375,0.071879,-0.000068,-0.010429,-0.123307,0.707028,0.004171,0.227664,0.003417,-0.116356
0.308000,0.000000,0.002415,0.000000,0.006171,0.000000,-0.001073,0.000248,0.000915,-0.000026,0.005305,-0.000014,-0.000572,0.000607,0.025615,-0.000362,0.072295,-0.000051,-0.010876,-0.124492,0.710250,0.004379,0.225038,0.003467,-0.117330
0.312000,0.000000,0.002529,0.000000,0.006464,0.000000,-0.001124,0.000250,0.001022,-0.000027,0.005596,-0.000014,-0.000618,0.000640,0.027461,-0.000347,0.072715,-0.000034,-0.011343,-0.125740,0.711585,0.004575,0.225109,0.003500,-0.118217
0.316000,0.000000,0.002647,0.000000,0.006766,0.000000,-0.001177,0.000253,0.001137,-0.000029,0.005890,-0.000014,-0.000665,0.000656,0.029302,-0.000330,0.073224,-0.000016,-0.011827,-0.127012,0.711076,0.004758,0.227752,0.003516,-0.119009
0.320000,0.000000,0.002769,0.000000,0.007077,0.000000,-0.001231,0.000255,0.001259,-0.000030,0.006186,-0.000014,-0.000715,0.000653,0.031128,-0.000310,0.073899,0.000001,-0.012321,-0.128272,0.708786,0.004928,0.232736,0.003515,-0.119707
0.324000,0.000000,0.002895,0.000000,0.007398,0.000000,-0.001287,0.000258,0.001388,-0.000031,0.006485,-0.000014,-0.000767,0.000632,0.032931,-0.000289,0.074806,0.000017,-0.012823,-0.129484,0.704795,0.005083,0.239743,0.003498,-0.120314
0.328000,0.000000,0.003025,0.000000,0.007730,0.000000,-0.001344,0.000260,0.001524,-0.000032,0.006788,-0.000014,-0.000820,0.000595,0.034701,-0.000266,0.075997,0.000034,-0.013326,-0.130615,0.699198,0.005222,0.248389,0.003466,-0.120840
0.332000,0.000000,0.003158,0.000000,0.008071,0.000000,-0.001404,0.000262,0.001667,-0.000033,0.007097,-0.000014,-0.000876,0.000544,0.036432,-0.000241,0.077512,0.000049,-0.013828,-0.131638,0.692109,0.005344,0.258242,0.003419,-0.121296
0.336000,0.000000,0.003296,0.000000,0.008423,0.000000,-0.001465,0.000264,0.001818,-0.000034,0.007414,-0.000014,-0.000934,0.000481,0.038115,-0.000215,0.079373,0.000064,-0.014324,-0.132528,0.683652,0.005449,0.268848,0.003359,-0.121697
0.340000,0.000000,0.003437,0.000000,0.008785,0.000000,-0.001528,0.000266,0.001974,-0.000035,0.007738,-0.000013,-0.000994,0.000409,0.039746,-0.000187,0.081589,0.000078,-0.014813,-0.133269,0.673966,0.005536,0.279751,0.003286,-0.122059
0.344000,0.000000,0.003583,0.000000,0.009157,0.000000,-0.001593,0.000267,0.002137,-0.000036,0.008072,-0.000013,-0.001056,0.000332,0.041316,-0.000159,0.084152,0.000091,-0.015293,-0.133850,0.663201,0.005604,0.290514,0.003201,-0.122400
0.348000,0.000000,0.003733,0.000000,0.009540,0.000000,-0.001659,0.000268,0.002306,-0.000036,0.008418,-0.000013,-0.001120,0.000252,0.042822,-0.000129,0.087044,0.000102,-0.015762,-0.134267,0.651516,0.005654,0.300733,0.003107,-0.122738
0.352000,0.000000,0.003887,0.000000,0.009934,0.000000,-0.001728,0.000269,0.002481,-0.000037,0.008775,-0.000012,-0.001185,0.000172,0.044260,-0.000099,0.090233,0.000112,-0.016221,-0.134522,0.639081,0.005685,0.310061,0.003004,-0.123089
0.356000,0.000000,0.004046,0.000000,0.010339,0.000000,-0.001798,0.000269,0.002662,-0.000037,0.009147,-0.000012,-0.001253,0.000096,0.045625,-0.000068,0.093678,0.000121,-0.016670,-0.134622,0.626069,0.005697,0.318210,0.002893,-0.123471
0.360000,0.000000,0.004209,0.000000,0.010755,0.000000,-0.001870,0.000269,0.002848,-0.000037,0.009532,-0.000012,-0.001322,0.000025,0.046915,-0.000037,0.097330,0.000129,-0.017111,-0.134578,0.612659,0.005690,0.324968,0.002777,-0.123897
0.364000,0.000000,0.004376,0.000000,0.011182,0.000000,-0.001945,0.000269,0.003039,-0.000038,0.009933,-0.000011,-0.001393,-0.000037,0.048129,-0.000007,0.101139,0.000135,-0.017544,-0.134409,0.599035,0.005666,0.330197,0.002657,-0.124378
0.368000,0.000000,0.004547,0.000000,0.011621,0.000000,-0.002021,0.000269,0.003234,-0.000038,0.010349,-0.000011,-0.001466,-0.000091,0.049265,0.000023,0.105050,0.000139,-0.017973,-0.134132,0.585379,0.005624,0.333838,0.002534,-0.124923
0.372000,0.000000,0.004724,0.000000,0.012071,0.000000,-0.002099,0.000268,0.003434,-0.000037,0.010781,-0.000010,-0.001541,-0.000134,0.050324,0.000051,0.109009,0.000142,-0.018401,-0.133770,0.571874,0.005567,0.335907,0.002410,-0.125538
0.376000,0.000000,0.004904,0.000000,0.012533,0.000000,-0.002180,0.000267,0.003638,-0.000037,0.011229,-0.000010,-0.001617,-0.000165,0.051307,0.000078,0.112966,0.000143,-0.018829,-0.133345,0.558702,0.005495,0.336489,0.002288,-0.126226
0.380000,0.000000,0.005090,0.000000,0.013007,0.000000,-0.002262,0.000266,0.003846,-0.000037,0.011693,-0.000009,-0.001695,-0.000186,0.052215,0.000104,0.116875,0.000143,-0.019261,-0.132879,0.546038,0.005409,0.335730,0.002167,-0.126986
0.384000,0.000000,0.005280,0.000000,0.013493,0.000000,-0.002347,0.000265,0.004057,-0.000036,0.012172,-0.000009,-0.001775,-0.000197,0.053051,0.000127,0.120699,0.000141,-0.019699,-0.132393,0.534053,0.005312,0.333828,0.002050,-0.127815
0.388000,0.000000,0.005475,0.000000,0.013991,0.000000,-0.002433,0.000264,0.004271,-0.000036,0.012666,-0.000008,-0.001857,-0.000197,0.053819,0.000148,0.124405,0.000137,-0.020147,-0.131906,0.522911,0.005205,0.331017,0.001939,-0.128707
0.392000,0.000000,0.005674,0.000000,0.014501,0.000000,-0.002522,0.000263,0.004488,-0.000035,0.013175,-0.000008,-0.001940,-0.000190,0.054523,0.000166,0.127971,0.000132,-0.020605,-0.131436,0.512765,0.005090,0.327559,0.001835,-0.129657
0.396000,0.000000,0.005879,0.000000,0.015023,0.000000,-0.002613,0.000263,0.004708,-0.000035,0.013698,-0.000007,-0.002026,-0.000175,0.055167,0.000182,0.131385,0.000126,-0.021077,-0.130994,0.503760,0.004969,0.323726,0.001739,-0.130653
0.400000,0.000000,0.006088,0.000000,0.015558,0.000000,-0.002706,0.000262,0.004930,-0.000034,0.014234,-0.000007,-0.002113,-0.000156,0.055758,0.000194,0.134643,0.000118,-0.021563,-0.130592,0.496028,0.004844,0.319791,0.001653,-0.131686
0.404000,0.000000,0.006302,0.000000,0.016106,0.000000,-0.002801,0.000261,0.005155,-0.000033,0.014783,-0.000007,-0.002203,-0.000133,0.056301,0.000204,0.137748,0.000109,-0.022064,-0.130234,0.489688,0.004717,0.316014,0.001577,-0.132745
0.408000,0.000000,0.006521,0.000000,0.016666,0.000000,-0.002898,0.000260,0.005382,-0.000032,0.015344,-0.000006,-0.002295,-0.000110,0.056804,0.000210,0.140714,0.000099,-0.022581,-0.129924,0.484846,0.004590,0.312631,0.001514,-0.133820
0.412000,0.000000,0.006746,0.000000,0.017239,0.000000,-0.002998,0.000260,0.005610,-0.000032,0.015916,-0.000006,-0.002388,-0.000086,0.057274,0.000213,0.143559,0.000087,-0.023113,-0.129658,0.481593,0.004465,0.309848,0.001463,-0.134901
